num	x1	y1	p1	a1
0	87.54378885730068	46.13409444424413	16.793382299447863	-21.610011040652587
1	87.60201365330882	48.65672602735144	17.350231638242857	-22.722777961846987
2	85.82449301365058	47.869439454909696	16.17328991535948	-20.204412924856936
3	84.04048733800059	48.12289978423096	16.472556059966333	-20.7719433754851
4	87.8448746158312	48.47303020493927	16.89028698550558	-22.016324938478412
5	86.40405053145005	50.586095658489405	17.351085441785646	-23.160867788420127
6	86.7743886623266	50.193702700881985	17.46974779338032	-22.298816186232795
7	84.63627906776203	47.74625741858503	18.11008777253627	-25.04757000681604
8	83.5975162053854	46.422355369909724	17.738003116758875	-24.065854691476773
9	83.27208744485175	45.31850005305554	17.572640857957353	-23.377590371516863
10	86.59065099876686	44.94180893967776	17.924311006702947	-24.63252561113771
11	84.69546313235388	45.93824990817282	17.26902285421611	-22.33695379842432
12	82.77701236564702	43.311945865382285	17.843253232749657	-24.179397827365186
13	77.8851149244906	41.64052670801384	17.174670083162685	-22.482213279079136
14	76.05821880928168	41.50811418144414	17.203057244237602	-22.746239984445936
15	74.62956434859089	40.73716776566448	17.445757757982697	-23.213626991391713
16	74.53408708686165	39.701256828476794	18.96873134280767	-27.456797026678295
17	74.08412459422271	42.03954911402974	17.939424340983873	-23.616596751721122
18	73.49071478525886	38.99547460562478	17.44284044554781	-23.564085398472592
19	73.19575784481924	36.499518643664246	17.7517326208329	-24.186710620223604
20	73.99117068711286	35.3621282426455	16.98108305189994	-22.14096557593698
21	74.26849001411188	33.867626306582174	18.048272586746712	-24.580746344789613
22	77.29907324686464	33.37695607124649	17.60817204180681	-23.489728471378427
23	77.05771225969538	33.08300314079063	16.321293754981955	-20.160345408781446
24	76.58997156536303	31.038004376619828	16.97518256987046	-21.9976671858364
25	79.90826777510274	31.1561967186194	16.944694618643314	-21.446250082124205
26	78.18507633019479	33.54040569540272	17.345174303868397	-23.056989348443864
27	76.37345269628507	33.00089052799154	17.23400143981246	-22.87384215060686
28	76.4391038163713	32.36356654921016	17.659657024132674	-23.906752746395775
29	76.48318617952863	33.31041664873	17.914073719653736	-24.61752479917994
30	75.12725238149334	32.207826924236784	19.23892255476454	-27.62484461298126
31	74.55508973457687	33.15744079604884	19.507662024389564	-29.27757263562134
32	70.65306056521804	31.85019207567063	19.757464209064636	-29.92248592854455
33	71.9343776359594	30.604029261524246	19.940118141307096	-30.480856428429146
34	72.69069531329976	31.868610151320482	19.349320283210773	-28.564198023290807
35	73.48714206331226	30.303565527173294	19.375913964356563	-28.97965687462448
36	73.2127369813479	32.0955578503503	19.307081452110985	-28.174655731670843
37	70.12390727471988	33.27436198373836	19.793220972121134	-30.042480869994648
38	69.76196331953808	32.957599930117276	19.00900721099025	-27.086832264590086
39	69.236665863801	34.289784473390334	18.9874116370887	-27.464132407969608
40	65.68130558644583	37.31877853673945	18.84734706166521	-27.55572696068528
41	66.39691302160422	37.595532588381715	19.031722537994238	-27.90867071954026
42	64.49750707530367	35.696279697262206	20.033357812947152	-30.765363901258503
43	63.6454820245791	35.745099568513275	19.936488042131472	-30.51667204627701
44	65.6028019948576	35.99634191646776	19.69635008695117	-29.75722802491494
45	67.64280126024225	33.65987169925167	19.68177877556372	-29.60356310455151
46	66.90919758675436	35.52014397572074	19.5426022634756	-28.955152666065654
47	65.34399679653939	39.05052770958449	20.450472314964593	-32.270346783930265
48	68.3760097343091	40.209468405088025	20.372936743920064	-31.907739900777557
49	68.51162918184166	40.38379944345607	19.531615339572593	-29.553122855054006
50	67.40746689641455	38.52045328359099	19.39562823443046	-29.160186668531743
51	64.92026141358802	36.775424261336646	19.53593473704575	-28.851294195431873
52	68.4059161651	38.93407622591779	20.64663217032903	-32.8640733908222
53	67.4457000871933	41.18505815002378	20.28807309081546	-31.581069326610425
54	66.23515658814581	40.781712710992046	19.776948731680715	-30.16370688184174
55	65.67117461815792	42.48886448592824	20.49708605367755	-32.45193597040946
56	63.05216333323878	38.93839459116259	21.38491060002737	-35.71928206022052
57	60.319852646587194	40.31072441640226	20.69742729294453	-33.14169894001019
58	58.10244713288162	38.42607136156561	20.53041695258644	-32.279153170283315
59	58.85254567328874	38.012330313968214	20.42789566946468	-32.308787001274304
60	60.246101334944896	38.32394325876914	20.414798099138512	-32.20431581017139
61	58.907380192787144	37.63656242428712	21.307421505870526	-35.137278922680956
62	57.59791375416187	38.92113885876291	22.03991497874382	-37.82820734838727
63	55.191808508717784	39.50933249792874	21.393690320138493	-35.403198632682845
64	53.58486836380713	39.11480817788297	21.59659624613788	-36.436039237550226
65	53.85542502910643	40.4960907540245	22.427851611950373	-39.322264566662064
66	51.653254513968434	38.67732035267398	22.10069168805015	-37.88734446194318
67	52.68897564554179	38.62117579359841	21.795886261291265	-36.79709913735195
68	50.26349768503085	38.1272572692724	21.58481180534896	-36.214140550854
69	51.46807791861235	39.121736308994464	21.57029699824797	-36.188251323919864
70	53.478660914954645	39.07028652394122	21.441101348344134	-35.77984145744516
71	51.598977562950765	38.15096302170517	21.54895110537866	-36.06064584725353
72	52.62333380308805	37.715261614672386	21.718658715763972	-36.72738813942185
73	51.004466659838606	39.2415271996074	22.195296177821806	-38.58729564288753
74	48.78220461291198	38.88128053819954	22.57088294095384	-39.93024331466694
75	46.208570760075595	37.985439326214625	22.1871757521893	-38.45311983406687
76	46.17387742745363	37.52356623437171	21.965622410413577	-37.76312448063304
77	44.425114846212196	37.31484685789153	21.741501899305455	-36.85536553699267
78	46.02167453754207	38.91306447934748	22.370123710549812	-39.05557959501476
79	47.229214930790974	35.926708943504686	21.676797361032214	-36.57996804926743
80	48.494441050936594	36.407762702615585	21.76744426270347	-37.069142499278094
81	47.66525427830433	37.86593843733098	22.148285095257364	-38.41967848225469
82	51.35826271976384	39.39217497436774	23.04008949082606	-41.50203138748025
83	47.86730864638323	38.038587674191575	22.900881783412604	-41.035297948409614
84	48.11831474985643	38.96436473311554	22.376557652921953	-39.0579137641244
85	50.120414442612756	38.62853699580561	22.35842218326196	-39.07353581565155
